sample_number,start_x,start_y,start_yaw,final_x,final_y,final_yaw
70,-3.4279474426084922,-0.256064332782449,4.7226171275033604,-1.1545168036462252,-3.9707352587884004,4.5321284035334655
71,3.5419963510474126,-0.41744967566967972,5.4879394173228224,3.0772413236616742,2.084339504219872,3.7211886975236697
72,-2.2802749425905846,-1.5216425003819833,0.29608853045277933,3.1906919739473469,2.7585325546188741,0.55271083401285037
73,-4.3634113062272935,-2.305607483612262,4.7996468068837181,-3.8004571228412298,3.3347760911680133,1.344277942328729
74,2.1260560316369173,2.6845814674464554,2.3902669347278729,3.808256397720184,-4.5210219473165703,5.2137607304925311
75,-0.69179365801299753,4.1199828077156102,2.964432675749932,-3.0993465881100435,2.7521993495346102,3.8517171517095066
76,4.626433671870501,0.40167486173359546,3.258141510991579,2.3727336169666859,0.81377521199860414,0.1494227287312237
77,-4.5525348199398996,3.2559483065902821,2.7519296260258352,-0.10823935205740565,-4.554104521946555,3.7581390514930133
78,-2.9651791182834284,2.077883761402477,3.5755324129245061,-1.3013373470352549,3.9569825873942079,4.3430836332298774
79,4.3736573650079507,0.039330508446915324,4.9459922148927422,2.1790125146041239,-3.4359829200316039,4.7644269469916916
80,3.1479511845664891,-4.1914125456986282,1.6204273201059343,-1.2690370510845197,-2.4538049808581439,3.543171741206018
81,-2.6147622257408445,3.9852086878682247,6.1253302897692548,3.262715323331566,1.0225871831844122,3.4572592540862286
82,4.4765812273732699,-3.1674006056878268,5.4907808061687593,3.9540182692826225,1.3807540620416789,1.7586656180303386
83,-3.0975313046582231,-0.54925667872720396,2.4850688630999236,-1.820917453208033,0.24677376084474645,4.8759793439793757
84,-3.3286968089437883,2.0509267273395659,1.690409972013208,3.3364438023955572,0.64857881550573637,1.1798828209934091
85,4.5125582026140361,0.57087989629206159,1.0398267021961975,-1.6062027253636657,-3.0316925834563699,5.3236342897616193
86,4.5240354858924992,2.3560599792109906,6.0250913761351201,1.3831524950597087,2.5751158096229467,5.4498530475243001
87,1.4406688197753201,-2.2697539262312483,3.3853485946598121,1.7204330605455729,0.51931067179792922,6.2510147348200409
88,2.6756205617392403,2.6741395200209626,1.1539574182069126,-3.037480205690033,-1.7838897917908056,3.9112028532693133
89,-2.2926326167558422,-2.9489263567710742,4.6867075988983355,1.7826280717543277,-3.8638245089411516,3.6986362585830963
90,-3.1575513667997788,-0.72342321478160088,3.3711007781473463,1.8773969326339763,-0.52308350880239107,2.0736411939110044
91,-2.8775437199214657,-3.3076389300144973,6.1808362043146792,-4.3180924922773825,1.2820497341122596,4.3821961569689369
92,-2.9074922521014379,1.5026731771510802,5.8462042341370042,1.5914624005677158,-1.1579961354910151,4.250136906386941
93,3.6036759376337582,1.9275404239239808,6.2013738624401658,1.5132807051536767,0.99789644235019104,1.7761011381811562
94,-1.6338736255337727,3.5932833956347565,0.2747751660742157,1.6988059420174082,-2.8877137918453153,4.4098669943154167
95,-2.150944180665789,1.0153996834451675,5.2099067220409419,-2.7050379817141055,-0.2234813877235462,3.2906373876683128
96,1.0323748533110919,-3.8186417114107485,3.6280259673258386,2.0008543452981424,-1.2437205781463092,3.538873235418746
97,2.7747068580866143,-3.9013839339942535,5.0686824028092134,2.097579488283805,2.3110715453924779,1.1304142055439952
98,-3.4999870536525401,0.16501999739416107,5.6300493052043512,-1.4536233124397246,-0.1256343490704328,5.7704165994305745
99,0.035421657117151284,-4.2199099129871911,5.9076044595428874,-3.7623343317888978,2.6186582021241431,1.4817122166536987
100,3.1512428716516823,1.0086852825321486,5.3839300647450763,4.1818812676475581,4.5627567458266221,5.4710982495892635
